PROLIFIC_PID,Answer.text,AwareResponse,recoded,awarenext.keys,awarenext.rt,Awareness.thisRepN,Awareness.thisTrialN,Awareness.thisN,Awareness.thisIndex,Awareness.ran,AwareQuestion,AwareAnswer
6128ee3a6a77a18f03fa0a77,y,y,y,space,3.2759,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6128ee3a6a77a18f03fa0a77,green,green,u,space,1.8225,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6128ee3a6a77a18f03fa0a77,y,y,y,space,2.5695,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6128ee3a6a77a18f03fa0a77,green,green,u,space,2.4229,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6128ee3a6a77a18f03fa0a77,y,y,y,space,3.0479,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6128ee3a6a77a18f03fa0a77,green,green,u,space,7.908,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612fa680afcbea6ac3726c0a,y,y,y,space,11.2179,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612fa680afcbea6ac3726c0a,fair,fair,fair,space,3.4619,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612fa680afcbea6ac3726c0a,y,y,y,space,3.0632,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612fa680afcbea6ac3726c0a,warm,warm,warm,space,2.461,0,3,3,3,1,What do you think the word was? Type your answer,warm
612fa680afcbea6ac3726c0a,n,n,n,space,7.8482,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612fa680afcbea6ac3726c0a,red,red,e,space,7.0549,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612fa680afcbea6ac3726c0a,n,n,n,space,4.1424,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612fa680afcbea6ac3726c0a,green,green,u,space,8.2349,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612fa680afcbea6ac3726c0a,y,y,y,space,6.2585,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612fa680afcbea6ac3726c0a,red,red,e,space,1.4151,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612fa680afcbea6ac3726c0a,n,n,n,space,3.5281,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612fa680afcbea6ac3726c0a,green,green,u,space,11.379,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
610018f081e1798b01f7b11b,y,y,y,space,13.7309,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
610018f081e1798b01f7b11b,even,even,even,space,3.483,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
610018f081e1798b01f7b11b,y,y,y,space,7.7822,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
610018f081e1798b01f7b11b,better,better,k,space,3.1667,0,3,3,3,1,What do you think the word was? Type your answer,warm
610018f081e1798b01f7b11b,y,y,y,space,10.1653,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
610018f081e1798b01f7b11b,high,high,k,space,1.54,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
610018f081e1798b01f7b11b,y,y,y,space,8.9481,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
610018f081e1798b01f7b11b,even,even,k,space,1.0665,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
610018f081e1798b01f7b11b,y,y,y,space,15.9937,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
610018f081e1798b01f7b11b,green,green,u,space,2.1703,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
610018f081e1798b01f7b11b,y,y,y,space,7.066,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
610018f081e1798b01f7b11b,green,green,u,space,2.8532,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5fea1af5509c7e1cb361e9e1,n,n,n,space,8.5024,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5fea1af5509c7e1cb361e9e1,don't,don't,k,space,8.7784,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5fea1af5509c7e1cb361e9e1,k,k,k,space,10.5838,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5fea1af5509c7e1cb361e9e1,k,k,k,space,2.8632,0,3,3,3,1,What do you think the word was? Type your answer,warm
5fea1af5509c7e1cb361e9e1,k,k,k,space,4.0278,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
5fea1af5509c7e1cb361e9e1,k,k,k,space,1.4796,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
5fea1af5509c7e1cb361e9e1,k,k,k,space,2.6791,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5fea1af5509c7e1cb361e9e1,k,k,k,space,1.0304,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
5fea1af5509c7e1cb361e9e1,k,k,k,space,4.0203,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5fea1af5509c7e1cb361e9e1,k,k,k,space,1.2627,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
5fea1af5509c7e1cb361e9e1,k,k,k,space,2.8117,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
5fea1af5509c7e1cb361e9e1,k,k,k,space,9.5635,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61033eba81c29e606045a4bd,n,n,n,space,11.9101,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61033eba81c29e606045a4bd,fair,fair,fair,space,12.8824,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61033eba81c29e606045a4bd,k,k,k,space,11.4634,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61033eba81c29e606045a4bd,warm,warm,warm,space,4.9399,0,3,3,3,1,What do you think the word was? Type your answer,warm
61033eba81c29e606045a4bd,n,n,n,space,8.0974,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61033eba81c29e606045a4bd,u,u,u,space,6.1047,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61033eba81c29e606045a4bd,y,y,y,space,11.6574,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61033eba81c29e606045a4bd,u,u,u,space,2.3589,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61033eba81c29e606045a4bd,y,y,y,space,5.1016,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61033eba81c29e606045a4bd,e,e,e,space,0.8206,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61033eba81c29e606045a4bd,n,n,n,space,6.7537,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61033eba81c29e606045a4bd,u,u,u,space,5.48,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6110d232e85937a7ca3ac6e2,n,n,n,space,13.821,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6110d232e85937a7ca3ac6e2,NA,NA,NA,space,3.5032,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6110d232e85937a7ca3ac6e2,n,n,n,space,3.7988,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
6110d232e85937a7ca3ac6e2,NA,NA,NA,space,1.617,0,3,3,3,1,What do you think the word was? Type your answer,warm
6110d232e85937a7ca3ac6e2,y,y,y,space,7.0315,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6110d232e85937a7ca3ac6e2,red,red,e,space,5.6998,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6110d232e85937a7ca3ac6e2,yes,yes,y,space,5.1329,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110d232e85937a7ca3ac6e2,green,green,u,space,4.2651,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6110d232e85937a7ca3ac6e2,n,n,n,space,4.8671,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110d232e85937a7ca3ac6e2,NA,NA,NA,space,1.6009,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6110d232e85937a7ca3ac6e2,n,n,n,space,2.1062,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6110d232e85937a7ca3ac6e2,NA,NA,NA,space,0.9835,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612f6dca3e6093ed70efca96,n,n,n,space,18.5574,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612f6dca3e6093ed70efca96,it,it,k,space,7.9491,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612f6dca3e6093ed70efca96,k,k,k,space,18.4072,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes and ""n"" for no  and ""k"" in case you do not know.",y
612f6dca3e6093ed70efca96,warm,warm,warm,space,4.4234,0,3,3,3,1,What do you think the word was? Type your answer,warm
612f6dca3e6093ed70efca96,y,y,y,space,6.6823,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612f6dca3e6093ed70efca96,red,red,e,space,2.3741,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612f6dca3e6093ed70efca96,y,y,y,space,5.9391,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f6dca3e6093ed70efca96,green,green,u,space,8.3175,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612f6dca3e6093ed70efca96,k,k,k,space,5.2592,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f6dca3e6093ed70efca96,green,green,u,space,6.4831,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612f6dca3e6093ed70efca96,y,y,y,space,3.4596,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f6dca3e6093ed70efca96,red,red,e,space,1.6497,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612f4efe7a2e36e60e3254a7,n,n,n,space,15.6223,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612f4efe7a2e36e60e3254a7,NA,NA,NA,space,13.4944,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612f4efe7a2e36e60e3254a7,k,k,k,space,7.8789,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612f4efe7a2e36e60e3254a7,NA,NA,NA,space,1.6553,0,3,3,3,1,What do you think the word was? Type your answer,warm
612f4efe7a2e36e60e3254a7,k,k,k,space,1.6969,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612f4efe7a2e36e60e3254a7,green,green,u,space,8.4686,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612f4efe7a2e36e60e3254a7,k,k,k,space,4.2544,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f4efe7a2e36e60e3254a7,NA,NA,NA,space,2.2499,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612f4efe7a2e36e60e3254a7,k,k,k,space,3.1921,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f4efe7a2e36e60e3254a7,NA,NA,NA,space,1.684,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612f4efe7a2e36e60e3254a7,k,k,k,space,2.4726,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f4efe7a2e36e60e3254a7,NA,NA,NA,space,2.0275,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
612d1782db5b273e408689b9,k,k,k,space,8.9891,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
612d1782db5b273e408689b9,even,even,even,space,10.6216,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612d1782db5b273e408689b9,k,k,k,space,9.8957,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes and  ""n"" for no and ""k"" in case you do not know.",y
612d1782db5b273e408689b9,high,high,high,space,4.0079,0,3,3,3,1,What do you think the word was? Type your answer,warm
612d1782db5b273e408689b9,red,red,y,space,4.7171,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612d1782db5b273e408689b9,e,e,e,space,11.7451,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612d1782db5b273e408689b9,n,n,n,space,7.1514,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612d1782db5b273e408689b9,green,green,u,space,4.5794,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612d1782db5b273e408689b9,k,k,k,space,8.9787,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612d1782db5b273e408689b9,r,r,e,space,4.6177,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612d1782db5b273e408689b9,k,k,k,space,7.4455,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes then type ""y""  if no then type ""n"" and if you don't know type ""k"".",y
612d1782db5b273e408689b9,u,u,u,space,6.4459,0,11,11,11,1,"Which colour almost always occurred with """"even""""? Type the response key you pressed for that particular colour""",e
612f7439f7672b1d977bce8f,y,y,y,space,13.736,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes  ""n"" for no  and ""k"" in case you do not know.",y
612f7439f7672b1d977bce8f,warm,warm,warm,space,5.391,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
612f7439f7672b1d977bce8f,y,y,y,space,8.872,0,2,2,2,1,,y
612f7439f7672b1d977bce8f,fair,fair,fair,space,1.798,0,3,3,3,1,What do you think the word was? Type your answer,warm
612f7439f7672b1d977bce8f,y,y,y,space,10.874,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
612f7439f7672b1d977bce8f,red,red,e,space,1.21,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
612f7439f7672b1d977bce8f,y,y,y,space,2.724,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7439f7672b1d977bce8f,green,green,u,space,1.349,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
612f7439f7672b1d977bce8f,k,k,k,space,4.372,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7439f7672b1d977bce8f,red,red,e,space,4.946,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
612f7439f7672b1d977bce8f,y,y,y,space,4.678,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
612f7439f7672b1d977bce8f,green,green,u,space,1.949,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
6102f8ec8848b6fd63bcb9f8,k,k,k,space,14.3849,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes  ""n"" for no  and ""k"" in case you do not know.",y
6102f8ec8848b6fd63bcb9f8,warm,warm,warm,space,17.1812,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
6102f8ec8848b6fd63bcb9f8,n,n,n,space,17.04,0,2,2,2,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
6102f8ec8848b6fd63bcb9f8,fair,fair,fair,space,3.9298,0,3,3,3,1,What do you think the word was? Type your answer,warm
6102f8ec8848b6fd63bcb9f8,y,y,y,space,5.5048,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
6102f8ec8848b6fd63bcb9f8,red,red,e,space,1.7899,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
6102f8ec8848b6fd63bcb9f8,y,y,y,space,3.5743,0,6,6,6,1,"Do you think """"fair"""" mostly appeared in a particular colour?. If yes  then type ""y""  if no then type ""n"" and if you don't know type """"k"".",y
6102f8ec8848b6fd63bcb9f8,green,green,u,space,2.871,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
6102f8ec8848b6fd63bcb9f8,n,n,n,space,3.3115,0,8,8,8,1,"Do you think """"high"""" mostly appeared in a particular colour?. If yes  then type ""y""  if no then type ""n"" and if you don't know type ""k"".",y
6102f8ec8848b6fd63bcb9f8,n,n,k,space,0.8933,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
6102f8ec8848b6fd63bcb9f8,k,k,k,space,7.4176,0,10,10,10,1,"Do you think """"even"""" mostly appeared in a particular colour?. If yes  then type ""y""  if no then type ""n"" and if you don't know type ""k"".",y
6102f8ec8848b6fd63bcb9f8,k,k,k,space,0.6713,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61115d8771459d12d4e64c89,y,y,y,space,6.7989,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61115d8771459d12d4e64c89,fair,fair,fair,space,2.4407,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61115d8771459d12d4e64c89,y,y,y,space,2.172,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61115d8771459d12d4e64c89,warm,warm,warm,space,1.6617,0,3,3,3,1,What do you think the word was? Type your answer,warm
61115d8771459d12d4e64c89,y,y,y,space,3.33,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61115d8771459d12d4e64c89,red,red,e,space,1.5071,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61115d8771459d12d4e64c89,y,y,y,space,1.015,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115d8771459d12d4e64c89,green,green,u,space,1.5316,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61115d8771459d12d4e64c89,n,n,n,space,7.6871,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115d8771459d12d4e64c89,NA,NA,NA,space,2.7951,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61115d8771459d12d4e64c89,n,n,n,space,2.0893,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115d8771459d12d4e64c89,NA,NA,NA,space,0.6545,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61115e19812b0c9bd2ba8024,n,n,n,space,8.686,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61115e19812b0c9bd2ba8024,NA,NA,NA,space,6.1606,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61115e19812b0c9bd2ba8024,n,n,n,space,14.9019,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61115e19812b0c9bd2ba8024,NA,NA,NA,space,4.8328,0,3,3,3,1,What do you think the word was? Type your answer,warm
61115e19812b0c9bd2ba8024,y,y,y,space,9.656,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes  then type ""y""  ""n"" for no and if you don't know type ""k"".",y
61115e19812b0c9bd2ba8024,red,red,e,space,2.9384,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61115e19812b0c9bd2ba8024,y,y,y,space,4.4578,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115e19812b0c9bd2ba8024,green,green,u,space,1.6554,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61115e19812b0c9bd2ba8024,k,k,k,space,5.8983,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115e19812b0c9bd2ba8024,NA,NA,NA,space,0.8066,0,9,9,9,1,"Which colour almost always occurred with ""high""?  Type the response key you pressed for that particular colour",u
61115e19812b0c9bd2ba8024,y,y,y,space,3.0851,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61115e19812b0c9bd2ba8024,red,red,e,space,1.3816,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
61223be51cadc395981ee36f,y,y,y,space,16.689,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61223be51cadc395981ee36f,fair,fair,fair,space,6.727,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
61223be51cadc395981ee36f,y,y,y,space,6.953,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
61223be51cadc395981ee36f,warm,warm,warm,space,3.262,0,3,3,3,1,What do you think the word was? Type your answer,warm
61223be51cadc395981ee36f,y,y,y,space,5.256,0,4,4,4,1,"Do you think ""warm"" mostly appeared in a particular colour?. If yes, then type ""y"", ""n"" for no and if you don't know type ""k"".",y
61223be51cadc395981ee36f,red,red,e,space,2.696,0,5,5,5,1,"Which colour almost always occurred with ""warm""? Type the response key you pressed for that particular colour",e
61223be51cadc395981ee36f,y,y,y,space,2.659,0,6,6,6,1,"Do you think ""fair"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61223be51cadc395981ee36f,green,green,u,space,3.371,0,7,7,7,1,"Which colour almost always occurred with ""fair""?  Type the response key you pressed for that particular colour",u
61223be51cadc395981ee36f,n,n,n,space,3.892,0,8,8,8,1,"Do you think ""high"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61223be51cadc395981ee36f,green,green,u,space,7.212,0,9,9,9,1,"Which colour almost always occurred with """"high""""?  Type the response key you pressed for that particular colour""",u
61223be51cadc395981ee36f,no,no,n,space,2.478,0,10,10,10,1,"Do you think ""even"" mostly appeared in a particular colour?. If yes, then type ""y"", if no then type ""n"" and if you don't know type ""k"".",y
61223be51cadc395981ee36f,red,red,e,space,1.51,0,11,11,11,1,"Which colour almost always occurred with ""even""? Type the response key you pressed for that particular colour",e
5c8ec442bda58f00125002a3,n,n,n,space,13.3083,0,0,0,0,1,"Do you think ""high"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
5c8ec442bda58f00125002a3,even,even,even,space,14.1674,0,1,1,1,1,What do you think the word is? Type in your answer in the textbox,fair
5c8ec442bda58f00125002a3,k,k,k,space,9.0143,0,2,2,2,1,"Do you think ""even"" was always followed by a particular word? Type ""y"" for yes, ""n"" for no, and ""k"" in case you do not know.",y
